subject_code,subject_name,party_name,rule_id,path_readable,evidence,report_period,confidence,score,gold_parties_of_subject,name_variants,human_class,human_note
000006,深振业Ａ,深圳燃气,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 601139,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#7818 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,深圳燃气,true_omission,
000006,深振业Ａ,特力B,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 200025,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#7909 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,特力B,reasonable_undisclosed,
000006,深振业Ａ,深深房B,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 200029,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#7911 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,深深房B,true_omission,
000006,深振业Ａ,深纺织B,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 200045,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#7913 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,深纺织B,reasonable_undisclosed,
000006,深振业Ａ,深赛格B,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 200058,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#7917 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,深赛格B,system_error,
000006,深振业Ａ,力合科创,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 002243,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#8051 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,力合科创,reasonable_undisclosed,
000006,深振业Ａ,盐 田 港,R2,000006 -CONTROLLED_BY [32.77%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 000088,actual_controller#7723 src=stock_hold_control_cninfo period=None | actual_controller#8797 src=stock_hold_control_cninfo period=None,,high,0.9,深圳市人民政府国有资产监督管理委员会,盐 田 港,reasonable_undisclosed,
000008,神州高铁,亚普股份,R2,000008 -CONTROLLED_BY [20.0%]-> 国家开发投资集团有限公司 | 国家开发投资集团有限公司 -CONTROLS-> 603013,actual_controller#7607 src=stock_hold_control_cninfo period=None | actual_controller#7367 src=stock_hold_control_cninfo period=None,,high,0.9,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",亚普股份,true_omission,
000008,神州高铁,同益中,R2,000008 -CONTROLLED_BY [20.0%]-> 国家开发投资集团有限公司 | 国家开发投资集团有限公司 -CONTROLS-> 688722,actual_controller#7607 src=stock_hold_control_cninfo period=None | actual_controller#9203 src=stock_hold_control_cninfo period=None,,high,0.9,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",同益中,true_omission,
000019,深粮控股,深振业Ａ,R2,000019 -CONTROLLED_BY [35.09%]-> 深圳市国有资产监督管理局 | 深圳市国有资产监督管理局 -CONTROLS-> 000006,actual_controller#7726 src=stock_hold_control_cninfo period=None | actual_controller#7723 src=stock_hold_control_cninfo period=None,,high,0.9,"董事、经理、财务总监及董事会秘书, 拆入, 拆出, 其他小计",深振业Ａ,reasonable_undisclosed,
000020,深华发Ａ,深华发B,R2,000020 -CONTROLLED_BY [41.14%]-> 李中秋 | 李中秋 -CONTROLS-> 200020,actual_controller#7655 src=stock_hold_control_cninfo period=None | actual_controller#7908 src=stock_hold_control_cninfo period=None,,high,0.9,"武汉恒生誉天实业有限公司, 武汉新东方房地产开发有限公司, 武汉中恒物业管理有限公司, 武汉光谷显示系统有限公司, 武汉誉天东方置地有限公司, 武汉厦华中恒电子有限公司, 武汉中恒誉天贸易有限公司, 武汉誉天红光置业有限公司, 深圳市中恒华誉投资控股有限公司, Famous Sky Capital Limited, 香港中恒誉天有限公司, 深圳市中恒永业科技有限公司, 深圳市誉天恒瑞有限公司, 武汉恒联光电子有限公司, 拆入",深华发B,true_omission,
000021,深科技,上海贝岭,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 600171,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#5672 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",上海贝岭,true_omission,
000021,深科技,中国长城,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 000066,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#8868 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",中国长城,true_omission,
000021,深科技,振华风光,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 688439,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#8947 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",振华风光,true_omission,
000021,深科技,振华新材,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 688707,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#9196 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",振华新材,true_omission,
000021,深科技,中电港,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 001287,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#9730 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",中电港,true_omission,
000021,深科技,成都华微,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 688709,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#10002 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",成都华微,true_omission,
000021,深科技,华大九天,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 301269,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#10179 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",华大九天,true_omission,
000021,深科技,开发科技,R2,000021 -CONTROLLED_BY [36.61%]-> 中国电子信息产业集团有限公司 | 中国电子信息产业集团有限公司 -CONTROLS-> 920029,actual_controller#8791 src=stock_hold_control_cninfo period=None | actual_controller#10236 src=stock_hold_control_cninfo period=None,,high,0.9,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",开发科技,system_error,
000055,方大集团,方大B,R2,000055 -CONTROLLED_BY [16.2%]-> 熊建明 | 熊建明 -CONTROLS-> 200055,actual_controller#7661 src=stock_hold_control_cninfo period=None | actual_controller#7915 src=stock_hold_control_cninfo period=None,,high,0.9,"董事、经理及董事会秘书, 深圳市邦林科技发展有限公司, 盛久投资有限公司, 熊建明, 熊希, 方大建科公司, 方大智源公司, 方大置业公司, 方大新材料公司, 方大智建公司, 方大云筑公司, 方大东莞新材公司",方大B,true_omission,
000056,*ST皇庭,ST皇庭B,R2,000056 -CONTROLLED_BY [20.87%]-> 郑康豪 | 郑康豪 -CONTROLS-> 200056,actual_controller#7662 src=stock_hold_control_cninfo period=None | actual_controller#7916 src=stock_hold_control_cninfo period=None,,high,0.9,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",ST皇庭B,reasonable_undisclosed,
000058,深 赛 格,深圳市赛格集团有限公司,R1,深圳市赛格集团有限公司 -HOLDS [56.7%]-> 000058,holding#154260 src=stock_ggcg_em period=2020-01-16,,high,0.95,"深圳市投控资本有限公司, 小 计",深圳市赛格集团有限公司,true_omission,
000006,深振业Ａ,深圳市国资委及远致投资,R1,深圳市国资委及远致投资 -HOLDS [32.0%]-> 000006,holding#180681 src=stock_ggcg_em period=2014-04-29,,high,0.85,深圳市人民政府国有资产监督管理委员会,深圳市国资委及远致投资,system_error,
000008,神州高铁,中国国投高新产业投资有限公司,R1,中国国投高新产业投资有限公司 -HOLDS [25.0%]-> 000008,holding#119712 src=stock_ggcg_em period=2020-07-21,,high,0.85,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",中国国投高新产业投资有限公司,true_omission,
000014,沙河股份,深业沙河(集团)有限公司,R1,深业沙河(集团)有限公司 -HOLDS [34.02%]-> 000014,holding#159675 src=stock_ggcg_em period=2017-08-11,,high,0.85,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",深业沙河(集团)有限公司,system_error,
000019,深粮控股,深圳市投资控股有限公司,R1,深圳市投资控股有限公司 -HOLDS [24.76%]-> 000019,holding#194989 src=stock_ggcg_em period=2010-03-04,,high,0.85,"董事、经理、财务总监及董事会秘书, 拆入, 拆出, 其他小计",深圳市投资控股有限公司,true_omission,
000019,深粮控股,深圳市农产品股份有限公司,R1,深圳市农产品股份有限公司 -HOLDS [28.77%]-> 000019,holding#195002 src=stock_ggcg_em period=2010-01-18,,high,0.85,"董事、经理、财务总监及董事会秘书, 拆入, 拆出, 其他小计",深圳市农产品股份有限公司,true_omission,
000025,特  力Ａ,深圳远致富海珠宝产业投资企业(有限合伙),R1,深圳远致富海珠宝产业投资企业(有限合伙) -HOLDS [22.88%]-> 000025,holding#146092 src=stock_ggcg_em period=2025-02-19,,high,0.85,"国任财产保险股份有限公司, 深圳市特发集团有限公司",深圳远致富海珠宝产业投资企业(有限合伙),true_omission,
000032,深桑达Ａ,深圳桑达电子集团有限公司,R1,深圳桑达电子集团有限公司 -HOLDS [45.04%]-> 000032,holding#199075 src=stock_ggcg_em period=2007-12-19,,high,0.85,"中国中电国际信息服务有限公司, 中国瑞达投资发展集团有限公司, 中国长城科技集团股份有限公司",深圳桑达电子集团有限公司,true_omission,
000048,京基智农,京基集团有限公司,R1,京基集团有限公司 -HOLDS [43.04%]-> 000048,holding#167441 src=stock_ggcg_em period=2025-12-05,,high,0.85,"深圳市京基物业管理有限公司京基一百物业服务中心, 深圳市京基一百大厦酒店管理有限公司, 深圳市京基晶都酒店管理有限公司, 深圳市粤菜王府餐饮管理有限公司, 深圳市京基时代实业有限公司, 京基集团有限公司大梅沙酒店, 深圳市京基房地产股份有限公司京基一百大厦一期停车场, 深圳市京基物业管理有限公司, 深圳市京基海湾酒店管理有限公司, 北京京基餐饮有限公司, 陈华",京基集团有限公司,,
000048,京基智农,深圳市华超投资控股集团有限公司,R1,深圳市华超投资控股集团有限公司 -HOLDS [29.85%]-> 000048,holding#175665 src=stock_ggcg_em period=2016-03-24,,high,0.85,"深圳市京基物业管理有限公司京基一百物业服务中心, 深圳市京基一百大厦酒店管理有限公司, 深圳市京基晶都酒店管理有限公司, 深圳市粤菜王府餐饮管理有限公司, 深圳市京基时代实业有限公司, 京基集团有限公司大梅沙酒店, 深圳市京基房地产股份有限公司京基一百大厦一期停车场, 深圳市京基物业管理有限公司, 深圳市京基海湾酒店管理有限公司, 北京京基餐饮有限公司, 陈华",深圳市华超投资控股集团有限公司,,
000059,华锦股份,北方华锦化学工业集团有限公司,R1,北方华锦化学工业集团有限公司 -HOLDS [47.54%]-> 000059,holding#169205 src=stock_ggcg_em period=2015-07-13,,high,0.85,"拆入, 中国兵器工业集团有限公司, 华锦阿美石油化工有限公司, 辽宁北方华锦五洲化工工程设计有限公司, 盘锦辽东湾港务有限公司, 包头中兵物流有限公司, 北奔重型汽车集团有限公司, 北方石油国际有限公司, 北京北方车辆集团有限公司, 大连北方化学工业有限公司, 辽宁庆阳特种化工有限公司, 山西新华防化装备研究院有限公司, 天津兵工物资有限公司, 振华石油控股有限公司, 中兵融资租赁有限责任公司",北方华锦化学工业集团有限公司,,
000006,深振业Ａ,深圳市钜盛华股份有限公司,R1,深圳市钜盛华股份有限公司 -HOLDS [6.37%]-> 000006,holding#177149 src=stock_ggcg_em period=2014-12-09,,high,0.75,深圳市人民政府国有资产监督管理委员会,深圳市钜盛华股份有限公司,,
000006,深振业Ａ,深圳市远致投资有限公司,R1,深圳市远致投资有限公司 -HOLDS [14.07%]-> 000006,holding#191733 src=stock_ggcg_em period=2019-01-07,,high,0.75,深圳市人民政府国有资产监督管理委员会,深圳市远致投资有限公司,,
000006,深振业Ａ,马信琪,R1,马信琪 -HOLDS [5.09%]-> 000006,holding#183693 src=stock_ggcg_em period=2014-07-18,,high,0.75,深圳市人民政府国有资产监督管理委员会,马信琪,,
000006,深振业Ａ,深圳市钜盛华实业发展有限公司,R1,深圳市钜盛华实业发展有限公司 -HOLDS [6.69%]-> 000006,holding#191855 src=stock_ggcg_em period=2012-03-23,,high,0.75,深圳市人民政府国有资产监督管理委员会,深圳市钜盛华实业发展有限公司,,
000006,深振业Ａ,深圳市国有资产监督管理局,R1,深圳市国有资产监督管理局 -HOLDS [19.53%]-> 000006,holding#191727 src=stock_ggcg_em period=2010-07-29,,high,0.75,深圳市人民政府国有资产监督管理委员会,深圳市国有资产监督管理局,,
000008,神州高铁,文炳荣,R1,文炳荣 -HOLDS [10.88%]-> 000008,holding#160705 src=stock_ggcg_em period=2016-11-24,,high,0.75,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",文炳荣,,
000008,神州高铁,深圳市福万田投资有限公司,R1,深圳市福万田投资有限公司 -HOLDS [9.8131%]-> 000008,holding#200388 src=stock_ggcg_em period=2015-07-02,,high,0.75,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",深圳市福万田投资有限公司,,
000011,深物业A,中国东方资产管理股份有限公司,R1,中国东方资产管理股份有限公司 -HOLDS [5.84%]-> 000011,holding#112094 src=stock_ggcg_em period=2020-12-03,,high,0.75,"拆入, 拆出, 深圳市投资控股有限公司, 深圳市荣耀房地产开发有限公司, 扬州市物合置业有限公司, 深圳市国贸物业管理有限公司",中国东方资产管理股份有限公司,,
000014,沙河股份,中科汇通(深圳)股权投资基金有限公司,R1,中科汇通(深圳)股权投资基金有限公司 -HOLDS [11.51%]-> 000014,holding#170760 src=stock_ggcg_em period=2018-03-02,,high,0.75,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",中科汇通(深圳)股权投资基金有限公司,,
000014,沙河股份,三亚成大投资有限公司,R1,三亚成大投资有限公司 -HOLDS [6.26%]-> 000014,holding#182424 src=stock_ggcg_em period=2014-06-02,,high,0.75,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",三亚成大投资有限公司,,
000021,深科技,博旭(香港)有限公司,R1,博旭(香港)有限公司 -HOLDS [6.73%]-> 000021,holding#193161 src=stock_ggcg_em period=2025-02-19,,high,0.75,"FOURSTARSTECHNOLOGYLTD, 深圳神彩物流有限公司, 武汉瀚兴日月电源有限公司, 深圳中电国际信息科技有限公司, 南京华日触控显示科技有限公司, CEACTECHNOLOGYHKLIMITED, 东莞产业园有限公司, 深圳中电长城能源有限公司, 湖南长城计算机系统有限公司
HunanGreatwallComputerSystem, 中国电子产业开发公司, 深圳市桑达无线通讯技术有限公司, 嘉捷科技（福清）有限公司, 深圳桑菲通信有限公司, 深圳桑达电子通讯市场有限公司, 深圳中电长城信息安全系统有限公司",博旭(香港)有限公司,,
000028,国药一致,深圳市宝安区石岩镇经济发展总公司,R1,深圳市宝安区石岩镇经济发展总公司 -HOLDS [7.06%]-> 000028,holding#200520 src=stock_ggcg_em period=2009-04-29,,high,0.75,"北京国药天元物业管理有限公司, 北京国药新创科技发展有限公司, 北京赛诺强医药对外贸易有限公司, 北京市华生医药生物技术开发有限
责任公司, 成都蓉生药业有限责任公司, 成都生物制品研究所有限责任公司, 佛山城南冯了性国医馆有限公司, 佛山盈天医药销售有限公司, 福建天江药业有限公司, 古海群, 顾金华, 关爱永益大药房（上海）有限公司, 广东一方制药有限公司, 广西方宁医药有限公司, 广西一方天江制药有限公司",深圳市宝安区石岩镇经济发展总公司,,
000030,富奥股份,深圳市莱英达集团有限责任公司,R1,深圳市莱英达集团有限责任公司 -HOLDS [12.8927%]-> 000030,holding#184697 src=stock_ggcg_em period=2013-06-06,,high,0.75,"其他, 拆入, 拆出, 吉林省国有资本运营集团有限责任公司, 吉林省天亿投资有限公司",深圳市莱英达集团有限责任公司,,
000034,神州数码,王晓岩,R1,王晓岩 -HOLDS [5.65%]-> 000034,holding#93350 src=stock_ggcg_em period=2025-12-31,,high,0.75,"拆入, 拆出, 神州顶联, 郭为",王晓岩,,
000034,神州数码,中国希格玛有限公司,R1,中国希格玛有限公司 -HOLDS [11.78%]-> 000034,holding#124584 src=stock_ggcg_em period=2024-07-17,,high,0.75,"拆入, 拆出, 神州顶联, 郭为",中国希格玛有限公司,,
000034,神州数码,重庆润江基础设施投资有限公司,R1,重庆润江基础设施投资有限公司 -HOLDS [7.03%]-> 000034,holding#190894 src=stock_ggcg_em period=2016-12-29,,high,0.75,"拆入, 拆出, 神州顶联, 郭为",重庆润江基础设施投资有限公司,,
000034,神州数码,深圳市宝安区投资管理有限公司,R1,深圳市宝安区投资管理有限公司 -HOLDS [9.53%]-> 000034,holding#191807 src=stock_ggcg_em period=2010-09-03,,high,0.75,"拆入, 拆出, 神州顶联, 郭为",深圳市宝安区投资管理有限公司,,
000035,中国天楹,中节能华禹(镇江)绿色产业并购投资基金(有限合伙),R1,中节能华禹(镇江)绿色产业并购投资基金(有限合伙) -HOLDS [8.0%]-> 000035,holding#57891 src=stock_ggcg_em period=2026-04-16,,high,0.75,"严圣军, 茅洪菊, 南通乾创投资有限公司, 南通坤德投资有限公司, 天楹(上海) 光电科技有限公司, 江苏天楹赛特环保能源集团有限公司, 江苏天楹置业有限公司, 中投融资担保海安有限公司",中节能华禹(镇江)绿色产业并购投资基金(有限合伙),,
000035,中国天楹,中国信达资产管理股份有限公司,R1,中国信达资产管理股份有限公司 -HOLDS [7.27%]-> 000035,holding#181783 src=stock_ggcg_em period=2013-10-31,,high,0.75,"严圣军, 茅洪菊, 南通乾创投资有限公司, 南通坤德投资有限公司, 天楹(上海) 光电科技有限公司, 江苏天楹赛特环保能源集团有限公司, 江苏天楹置业有限公司, 中投融资担保海安有限公司",中国信达资产管理股份有限公司,,
